ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_044869	Xenopus petersii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15494:15563](-) ['tRNA-Pro']	D-loop [15495:17714](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044870	Xenopus poweri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15495:15564](-) ['tRNA-Pro']	D-loop [15496:17566](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044871	Xenopus gilli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15584:15653](-) ['tRNA-Pro']	D-loop [15585:16909](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044872	Xenopus parafraseri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15489:15558](-) ['tRNA-Pro']	D-loop [15490:16694](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044873	Xenopus pygmaeus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15485:15554](-) ['tRNA-Pro']	D-loop [15486:17175](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044874	Xenopus allofraseri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15483:15552](-) ['tRNA-Pro']	D-loop [15484:17484](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044875	Xenopus wittei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15482:15551](-) ['tRNA-Pro']	D-loop [15483:17702](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044876	Xenopus amieti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15489:15558](-) ['tRNA-Pro']	D-loop [15490:16962](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044877	Xenopus boumbaensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15489:15558](-) ['tRNA-Pro']	D-loop [15490:16793](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044878	Xenopus andrei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15486:15555](-) ['tRNA-Pro']	D-loop [15487:17429](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044879	Xenopus itombwensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15484:15553](-) ['tRNA-Pro']	D-loop [15485:16839](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044880	Xenopus lenduensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15495:15564](-) ['tRNA-Pro']	D-loop [15496:17136](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044881	Xenopus vestitus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15489:15558](-) ['tRNA-Pro']	D-loop [15490:16763](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044882	Xenopus ruwenzoriensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15486:15555](-) ['tRNA-Pro']	D-loop [15487:16631](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044883	Xenopus kobeli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15486:15555](-) ['tRNA-Pro']	D-loop [15487:17797](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044884	Xenopus eysoole	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15492:15561](-) ['tRNA-Pro']	D-loop [15493:17383](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044885	Xenopus longipes	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15497:15566](-) ['tRNA-Pro']	D-loop [15498:17182](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044886	Xenopus clivii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15516:15585](-) ['tRNA-Pro']	D-loop [15517:16782](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044887	Xenopus muelleri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15810:15879](-) ['tRNA-Pro']	D-loop [15811:17465](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044888	Xenopus fischbergi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15485:15570](-) ['tRNA-Pro']	D-loop [15570:17174](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044896	Idgia oculata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Prionoceridae', 'Idgia']	        rRNA [13878:14668](-) ['12S ribosomal RNA']	D-loop [14668:15805](+) None	tRNA [0:56](+) ['tRNA-Ile']
NC_044898	Cociella crocodilus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Platycephaloidei', 'Platycephalidae', 'Cociella']	        tRNA [15787:15858](-) ['tRNA-Pro']	D-loop [15858:17305](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_044899	Iguana delicatissima	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Iguanidae', 'Iguaninae', 'Iguana']	        tRNA [15355:15424](-) ['tRNA-Pro']	D-loop [15424:16615](+) None	tRNA [0:74](+) ['tRNA-Phe']
NC_044901	Amolops granulosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Amolops']	        misc_feature [14396:15533](+) None	D-loop [15539:17785](+) None	tRNA [0:72](+) ['tRNA-Leu']
NC_044933	Bootherium bombifrons	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Bootherium']	        tRNA [15361:15427](-) ['tRNA-Pro']	D-loop [15427:16426](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044961	Lucanus fortunei	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Lucanus']	        rRNA [13794:14537](-) ['12S ribosomal RNA']	misc_feature [14537:16591](-) None	tRNA [0:63](+) ['tRNA-Ile']
NC_044962	Prismognathus prossi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Prismognathus']	        rRNA [13795:14542](-) ['12S ribosomal RNA']	misc_feature [14542:15984](-) None	tRNA [0:64](+) ['tRNA-Ile']
NC_044964	Rhinogobius leavelli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobionellinae', 'Rhinogobius']	        tRNA [15583:15653](-) ['tRNA-Pro']	D-loop [15653:16499](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044966	Macrovipera schweizeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Viperinae', 'Macrovipera']	        tRNA [3539:3602](-) ['tRNA-Pro']	D-loop [3602:4623](+) None	gene [4623:4696](+) None
NC_044966	Macrovipera schweizeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Viperinae', 'Macrovipera']	        tRNA [16055:16121](+) ['tRNA-Thr']	D-loop [16121:17152](+) None	tRNA [0:63](+) ['tRNA-Phe']
NC_044967	Xerotyphlops vermicularis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Typhlopoidea', 'Typhlopidae', 'Xerotyphlops']	        tRNA [15101:15169](-) ['tRNA-Pro']	misc_feature [15169:16568](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_044972	Monachus monachus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Phocidae', 'Monachus']	        tRNA [15371:15438](-) ['tRNA-Pro']	D-loop [15442:16739](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_037138	Diphylla ecaudata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Desmodontinae', 'Diphylla']	        tRNA [15379:15447](-) ['tRNA-Pro']	D-loop [15447:16618](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_042412	Pagurus nigrofascia	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Anomura', 'Paguroidea', 'Paguridae', 'Pagurus']	        tRNA [15013:15080](+) ['tRNA-Ser']	D-loop [15080:15249](+) None	gene [15249:15317](+) None
NC_045033	Hippocampus hippocampus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Hippocampus']	        tRNA [15578:15648](-) ['tRNA-Pro']	D-loop [15648:16529](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_045034	Cynoglossus senegalensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Cynoglossidae', 'Cynoglossinae', 'Cynoglossus']	        misc_feature [2854:3823](+) None	D-loop [3826:4501](+) None	gene [4501:4573](+) None
NC_045042	Aquila nipalensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Aquila']	        tRNA [2986:3057](-) ['tRNA-Glu']	misc_feature [3057:4790](+) None	gene [4790:4854](+) None
NC_045044	Rousettus amplexicaudatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Megachiroptera', 'Pteropodidae', 'Pteropodinae', 'Rousettus']	        tRNA [15398:15464](-) ['tRNA-Pro']	D-loop [15464:16509](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045066	Discocheilus wui	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', "'Semilabeonini'", 'Discocheilus']	        tRNA [15585:15655](-) ['tRNA-Pro']	D-loop [15655:16589](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045067	Discolabeo wuluoheensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', 'Garrini', 'Discolabeo']	        tRNA [15586:15656](-) ['tRNA-Pro']	D-loop [15656:16587](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045068	Cyclommatus strigiceps vitalisi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Cyclommatus']	        rRNA [13779:14532](-) ['12S ribosomal RNA']	misc_feature [14532:17853](-) None	tRNA [0:65](+) ['tRNA-Ile']
NC_045074	Sicyopterus japonicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Sicyopterus']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16504](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045076	Ara macao	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Psittacidae', 'Ara']	        tRNA [15409:15479](-) ['tRNA-Glu']	D-loop [15478:16970](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_045092	Grammatobothus polyophthalmus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Bothidae', 'Grammatobothus']	        tRNA [16488:16559](-) ['tRNA-Pro']	D-loop [16559:18170](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_045094	Harpalus sinicus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Harpalinae', 'Harpalini', 'Harpalus']	        rRNA [14082:14870](-) ['12S ribosomal RNA']	D-loop [14870:16521](+) None	tRNA [0:68](+) ['tRNA-Ile']
NC_045097	Xystrocera globosa	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Chrysomeloidea', 'Cerambycidae', 'Cerambycinae', 'Xystrocerini', 'Xystrocera']	        rRNA [13879:14648](-) ['12S ribosomal RNA']	D-loop [14648:15707](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_045102	Figulus binodulus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Figulus']	        rRNA [13799:14544](-) ['12S ribosomal RNA']	misc_feature [14544:16261](+) None	tRNA [1:63](+) ['tRNA-Ile']
NC_045103	Paracolopha morrisoni	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Sternorrhyncha', 'Aphidomorpha', 'Aphidoidea', 'Pemphigidae', 'Eriosomatinae', 'Eriosomatini', 'Paracolopha']	        rRNA [13204:13972](-) ['12S ribosomal RNA']	misc_feature [13972:14904](+) None	gene [14904:14974](+) None
NC_045110	Microhyla fissipes	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Microhyloidea', 'Microhylidae', 'Microhylinae', 'Microhyla']	        misc_feature [14027:15167](+) None	D-loop [15192:16499](+) None	gene [16507:16580](+) None
NC_045120	Sinna extrema	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Noctuoidea', 'Nolidae', 'Chloephorinae', 'Sinna']	        rRNA [14157:14941](-) ['12S ribosomal RNA']	D-loop [14941:15345](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_045123	Dorcus ursulus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Dorcus']	        rRNA [13998:14748](-) ['12S ribosomal RNA']	misc_feature [14748:18220](-) None	tRNA [0:64](+) ['tRNA-Ile']
NC_045124	Dorcus tenuihirsutus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Dorcus']	        rRNA [13970:14720](-) ['12S ribosomal RNA']	misc_feature [14720:18505](-) None	tRNA [0:64](+) ['tRNA-Ile']
NC_045181	Muscicapa griseisticta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Muscicapidae', 'Muscicapa']	        tRNA [9421:9489](+) ['tRNA-Thr']	D-loop [9529:10458](+) None	gene [10666:10736](-) None
NC_045181	Muscicapa griseisticta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Muscicapidae', 'Muscicapa']	        tRNA [11265:11337](-) ['tRNA-Glu']	D-loop [11347:12276](+) None	gene [12498:12567](+) None
NC_045188	Hypostomus francisci	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Loricariidae', 'Hypostominae', 'Hypostomus']	        tRNA [15572:15642](-) ['tRNA-Pro']	D-loop [15642:16541](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_045189	Baltia butleri	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Baltia']	        rRNA [13989:14763](-) ['12S ribosomal RNA']	D-loop [14763:15124](+) None	tRNA [0:66](+) ['tRNA-Met']
NC_045190	Pieris naganum	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Pieris']	        rRNA [13995:14768](-) ['12S ribosomal RNA']	D-loop [14768:15155](+) None	tRNA [0:67](+) ['tRNA-Met']
NC_045191	Pontia callidice	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Pontia']	        rRNA [13973:14747](-) ['12S ribosomal RNA']	D-loop [14747:15109](+) None	tRNA [0:66](+) ['tRNA-Met']
NC_045192	Pontia daplidice	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Pontia']	        rRNA [13976:14750](-) ['12S ribosomal RNA']	D-loop [14750:15124](+) None	tRNA [0:66](+) ['tRNA-Met']
NC_045205	Capricornis rubidus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Capricornis']	        tRNA [15364:15430](-) ['tRNA-Pro']	D-loop [15430:16265](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_045206	Eleginus gracilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Zeiogadaria', 'Gadariae', 'Gadiformes', 'Gadoidei', 'Gadidae', 'Eleginus']	        tRNA [15590:15660](-) ['tRNA-Pro']	misc_feature [15660:16538](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_045207	Olidiana ritcheriina	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Coelidiinae', 'Olidiana']	        rRNA [13454:14185](-) ['12S ribosomal RNA']	D-loop [14185:15166](+) None	tRNA [0:62](+) ['tRNA-Ile']
NC_045210	Hynobius unisacculus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Hynobius', 'Hynobius']	        tRNA [15533:15605](-) ['tRNA-Pro']	misc_feature [15605:16413](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_045212	Acosmetura nigrogeniculata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Orthoptera', 'Ensifera', 'Tettigoniidea', 'Tettigonioidea', 'Tettigoniidae', 'Meconematinae', 'Acosmetura']	        rRNA [14077:14863](-) ['12S ribosomal RNA']	D-loop [14863:16271](+) None	tRNA [0:64](+) ['tRNA-Ile']
NC_045215	Vespula flaviceps	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Vespoidea', 'Vespidae', 'Vespinae', 'Vespula']	        rRNA [15359:16120](-) ['12S ribosomal RNA']	D-loop [16120:17422](-) None	gene [17422:17489](-) None
NC_045220	Lepidotrigla kanagashira	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Triglioidei', 'Triglidae', 'Lepidotrigla']	        tRNA [15597:15667](-) ['tRNA-Pro']	D-loop [15667:16504](+) None	tRNA [0:68](+) ['tRNA-Phe']
