ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_044771.1	Pristolepis rubripinnis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Nandoidei', 'Pristolepididae', 'Pristolepis']	        tRNA [15589:15658](-) ['tRNA-Pro']	D-loop [15658:16515](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044776.1	Abscondita terminalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Luciolinae', 'Abscondita']	        rRNA [13668:14411](-) ['12S ribosomal RNA']	D-loop [15540:16054](+) None	tRNA [16203:16270](+) ['tRNA-Ile']
NC_044778.1	Emeia pseudosauteri	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Luciolinae', 'Emeia']	        rRNA [13699:14446](-) ['12S ribosomal RNA']	D-loop [14915:15329](+) None	tRNA [16134:16197](+) ['tRNA-Ile']
NC_044781.1	Triops granarius	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Branchiopoda', 'Notostraca', 'Triopsidae', 'Triops']	        rRNA [13889:14652](-) ['12S ribosomal RNA']	misc_feature [14652:15121](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_044782.1	Anarrhichthys ocellatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Zoarcales', 'Anarhichadidae', 'Anarrhichthys']	        tRNA [15585:15655](-) ['tRNA-Pro']	stem_loop [15655:16506](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044783.1	Alicella gigantea	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Amphipoda', 'Amphilochidea', 'Lysianassida', 'Lysianassidira', 'Alicelloidea', 'Alicellidae', 'Alicella']	        rRNA [8147:8676](-) ['12S ribosomal RNA']	misc_feature [8676:9421](+) None	tRNA [9421:9482](-) ['tRNA-Tyr']
NC_044783.1	Alicella gigantea	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Amphipoda', 'Amphilochidea', 'Lysianassida', 'Lysianassidira', 'Alicelloidea', 'Alicellidae', 'Alicella']	        tRNA [14791:14846](-) ['tRNA-Val']	misc_feature [14846:15478](+) None	tRNA [15478:15541](+) ['tRNA-Met']
NC_044786.1	Lamprigera yunnana	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Lamprigera']	        rRNA [13736:14477](-) ['12S ribosomal RNA']	D-loop [14819:15326](+) None	tRNA [16009:16072](+) ['tRNA-Ile']
NC_044787.1	Diaphanes nubilus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Diaphanes']	        rRNA [14460:15188](-) ['12S ribosomal RNA']	D-loop [15787:17438](+) None	tRNA [17488:17550](+) ['tRNA-Ile']
NC_044788.1	Vesta saturnalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Vesta']	        rRNA [13662:14414](-) ['12S ribosomal RNA']	D-loop [16319:16488](+) None	tRNA [16737:16801](+) ['tRNA-Ile']
NC_044789.1	Curtos bilineatus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Luciolinae', 'Curtos']	        rRNA [13815:14557](-) ['12S ribosomal RNA']	D-loop [16073:16277](+) None	tRNA [16482:16547](+) ['tRNA-Ile']
NC_044790.1	Pyrocoelia praetexta	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Pyrocoelia']	        rRNA [14551:15286](-) ['12S ribosomal RNA']	D-loop [17121:17232](+) None	tRNA [17439:17502](+) ['tRNA-Ile']
NC_044791.1	Diaphanes mendax	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Diaphanes']	        rRNA [14947:15682](-) ['12S ribosomal RNA']	D-loop [17450:17773](+) None	tRNA [17827:17896](-) ['tRNA-Gln']
NC_044792.1	Pyrocoelia thibetana	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Pyrocoelia']	        rRNA [15447:16181](-) ['12S ribosomal RNA']	D-loop [17539:17827](+) None	tRNA [17859:17921](+) ['tRNA-Ile']
NC_044793.1	Diaphanes pectinealis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Lampyrinae', 'Diaphanes']	        rRNA [14452:15174](-) ['12S ribosomal RNA']	D-loop [16170:17556](+) None	tRNA [17785:17847](+) ['tRNA-Ile']
NC_044796.1	Halicampus grayi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Halicampus']	        tRNA [15761:15832](-) ['tRNA-Pro']	D-loop [15832:17059](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_044849.1	Dermestes tessellatocollis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Bostrichiformia', 'Dermestidae', 'Dermestinae', 'Dermestes']	        rRNA [12418:13190](-) ['12S ribosomal RNA']	misc_feature [13190:14824](+) None	tRNA [14824:14889](+) ['tRNA-Ile']
NC_044850.1	Dermestes frischii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Bostrichiformia', 'Dermestidae', 'Dermestinae', 'Dermestes']	        rRNA [12428:13199](-) ['12S ribosomal RNA']	misc_feature [13199:14479](+) None	tRNA [14479:14544](+) ['tRNA-Ile']
NC_044851.1	Dermestes coarctatus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Bostrichiformia', 'Dermestidae', 'Dermestinae', 'Dermestes']	        rRNA [12424:13196](-) ['12S ribosomal RNA']	misc_feature [13196:14479](+) None	tRNA [14479:14544](+) ['tRNA-Ile']
NC_044858.1	Equus quagga quagga	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Perissodactyla', 'Equidae', 'Equus', 'Equus quagga']	        tRNA [15395:15461](-) ['tRNA-Pro']	D-loop [15461:16593](+) None	tRNA [1044:1111](+) ['tRNA-Val']
NC_044865.1	Xenopus calcaratus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Silurana']	        CDS [13672:14191](-) ['NADH dehydrogenase subunit 6']	D-loop [15510:17523](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044866.1	Xenopus mellotropicalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Silurana']	        CDS [13670:14189](-) ['NADH dehydrogenase subunit 6']	D-loop [15506:17700](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044867.1	Xenopus epitropicalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Silurana']	        CDS [13670:14189](-) ['NADH dehydrogenase subunit 6']	D-loop [15506:17808](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_044868.1	Xenopus largeni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13658:14177](-) ['NADH dehydrogenase subunit 6']	D-loop [15758:17173](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044869.1	Xenopus petersii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13665:14184](-) ['NADH dehydrogenase subunit 6']	D-loop [15495:17714](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044870.1	Xenopus poweri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13666:14185](-) ['NADH dehydrogenase subunit 6']	D-loop [15496:17566](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044871.1	Xenopus gilli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13660:14179](-) ['NADH dehydrogenase subunit 6']	D-loop [15585:16909](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044872.1	Xenopus parafraseri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13666:14185](-) ['NADH dehydrogenase subunit 6']	D-loop [15490:16694](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044873.1	Xenopus pygmaeus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13663:14182](-) ['NADH dehydrogenase subunit 6']	D-loop [15486:17175](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044874.1	Xenopus allofraseri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13661:14180](-) ['NADH dehydrogenase subunit 6']	D-loop [15484:17484](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044875.1	Xenopus wittei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13661:14180](-) ['NADH dehydrogenase subunit 6']	D-loop [15483:17702](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044876.1	Xenopus amieti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13665:14184](-) ['NADH dehydrogenase subunit 6']	D-loop [15490:16962](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044877.1	Xenopus boumbaensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13666:14185](-) ['NADH dehydrogenase subunit 6']	D-loop [15490:16793](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044878.1	Xenopus andrei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13662:14181](-) ['NADH dehydrogenase subunit 6']	D-loop [15487:17429](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044879.1	Xenopus itombwensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13661:14180](-) ['NADH dehydrogenase subunit 6']	D-loop [15485:16839](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044880.1	Xenopus lenduensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13665:14184](-) ['NADH dehydrogenase subunit 6']	D-loop [15496:17136](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044881.1	Xenopus vestitus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13659:14178](-) ['NADH dehydrogenase subunit 6']	D-loop [15490:16763](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044882.1	Xenopus ruwenzoriensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13663:14182](-) ['NADH dehydrogenase subunit 6']	D-loop [15487:16631](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044883.1	Xenopus kobeli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13663:14182](-) ['NADH dehydrogenase subunit 6']	D-loop [15487:17797](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044884.1	Xenopus eysoole	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13668:14187](-) ['NADH dehydrogenase subunit 6']	D-loop [15493:17383](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044885.1	Xenopus longipes	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13668:14187](-) ['NADH dehydrogenase subunit 6']	D-loop [15498:17182](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044886.1	Xenopus clivii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13672:14191](-) ['NADH dehydrogenase subunit 6']	D-loop [15517:16782](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044887.1	Xenopus muelleri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        CDS [13658:14177](-) ['NADH dehydrogenase subunit 6']	D-loop [15811:17465](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044888.1	Xenopus fischbergi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	        tRNA [15485:15570](-) ['tRNA-Pro']	D-loop [15570:17174](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044896.1	Idgia oculata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Prionoceridae', 'Idgia']	        rRNA [13878:14668](-) ['12S ribosomal RNA']	D-loop [14668:15805](+) None	tRNA [0:56](+) ['tRNA-Ile']
NC_044898.1	Cociella crocodilus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Platycephaloidei', 'Platycephalidae', 'Cociella']	        tRNA [15787:15858](-) ['tRNA-Pro']	D-loop [15858:17305](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_044899.1	Iguana delicatissima	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Iguanidae', 'Iguaninae', 'Iguana']	        tRNA [15355:15424](-) ['tRNA-Pro']	D-loop [15424:16615](+) None	tRNA [0:74](+) ['tRNA-Phe']
NC_044901.1	Amolops granulosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Amolops']	        misc_feature [14396:15533](+) None	D-loop [15539:17785](+) None	tRNA [0:72](+) ['tRNA-Leu']
NC_044933.1	Bootherium bombifrons	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Bootherium']	        tRNA [15361:15427](-) ['tRNA-Pro']	D-loop [15427:16426](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044961.1	Lucanus fortunei	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Lucanus']	        rRNA [13794:14537](-) ['12S ribosomal RNA']	misc_feature [14537:16591](-) None	tRNA [0:63](+) ['tRNA-Ile']
NC_044962.1	Prismognathus prossi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Prismognathus']	        rRNA [13795:14542](-) ['12S ribosomal RNA']	misc_feature [14542:15984](-) None	tRNA [0:64](+) ['tRNA-Ile']
NC_044964.1	Rhinogobius leavelli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobionellinae', 'Rhinogobius']	        tRNA [15583:15653](-) ['tRNA-Pro']	D-loop [15653:16499](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_044966.1	Macrovipera schweizeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Viperinae', 'Macrovipera']	        tRNA [3539:3602](-) ['tRNA-Pro']	D-loop [3602:4623](+) None	tRNA [4623:4696](+) ['tRNA-Leu']
NC_044966.1	Macrovipera schweizeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Viperinae', 'Macrovipera']	        tRNA [16055:16121](+) ['tRNA-Thr']	D-loop [16121:17152](+) None	tRNA [0:63](+) ['tRNA-Phe']
NC_044967.1	Xerotyphlops vermicularis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Typhlopoidea', 'Typhlopidae', 'Xerotyphlops']	        tRNA [15101:15169](-) ['tRNA-Pro']	misc_feature [15169:16568](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_044972.1	Monachus monachus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Phocidae', 'Monachus']	        tRNA [15371:15438](-) ['tRNA-Pro']	D-loop [15442:16739](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_037138.1	Diphylla ecaudata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Desmodontinae', 'Diphylla']	        tRNA [15379:15447](-) ['tRNA-Pro']	D-loop [15447:16618](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_042412.1	Pagurus nigrofascia	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Anomura', 'Paguroidea', 'Paguridae', 'Pagurus']	        tRNA [15013:15080](+) ['tRNA-Ser']	D-loop [15080:15249](+) None	tRNA [15249:15317](+) ['tRNA-Tyr']
NC_045033.1	Hippocampus hippocampus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Hippocampus']	        tRNA [15578:15648](-) ['tRNA-Pro']	D-loop [15648:16529](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_045034.1	Cynoglossus senegalensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Cynoglossidae', 'Cynoglossinae', 'Cynoglossus']	        misc_feature [2854:3823](+) None	D-loop [3826:4501](+) None	tRNA [4501:4573](+) ['tRNA-Gln']
NC_045042.1	Aquila nipalensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Aquila']	        tRNA [2986:3057](-) ['tRNA-Glu']	misc_feature [3057:4790](+) None	tRNA [4790:4854](+) ['tRNA-Phe']
NC_045044.1	Rousettus amplexicaudatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Megachiroptera', 'Pteropodidae', 'Pteropodinae', 'Rousettus']	        tRNA [15398:15464](-) ['tRNA-Pro']	D-loop [15464:16509](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045066.1	Discocheilus wui	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', "'Semilabeonini'", 'Discocheilus']	        tRNA [15585:15655](-) ['tRNA-Pro']	D-loop [15655:16589](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045067.1	Discolabeo wuluoheensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', 'Garrini', 'Discolabeo']	        tRNA [15586:15656](-) ['tRNA-Pro']	D-loop [15656:16587](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_045068.1	Cyclommatus strigiceps vitalisi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Cyclommatus']	        rRNA [13779:14532](-) ['12S ribosomal RNA']	misc_feature [14532:17853](-) None	tRNA [0:65](+) ['tRNA-Ile']
