ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_020654	Polypterus teugelsi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Polypteriformes', 'Polypteridae', 'Polypterus']	        tRNA [15481:15550](-) ['tRNA-Pro']	D-loop [15547:16616](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_020655	Polypterus weeksii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Polypteriformes', 'Polypteridae', 'Polypterus']	        tRNA [15482:15551](-) ['tRNA-Pro']	D-loop [15551:16619](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_020656	Ovis ammon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Ovis']	        tRNA [15370:15436](-) ['tRNA-Pro']	misc_feature [15436:16613](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_020664	Pekania pennanti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Guloninae', 'Pekania']	        tRNA [15372:15437](-) ['tRNA-Pro']	D-loop [15437:16288](+) None	repeat_region [15997:16017](+) None
NC_020665	Notochelys platynota	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Geoemydidae', 'Geoemydinae', 'Notochelys']	        tRNA [15454:15524](-) ['tRNA-Pro']	D-loop [15524:16981](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_020666	Procolobus verus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Colobinae', 'Procolobus']	        tRNA [15409:15476](-) ['tRNA-Pro']	D-loop [15476:16605](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_020667	Simias concolor	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Colobinae', 'Simias']	        tRNA [15400:15467](-) ['tRNA-Pro']	D-loop [15467:16561](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_020668	Heosemys annandalii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Geoemydidae', 'Geoemydinae', 'Heosemys']	        tRNA [15440:15509](-) ['tRNA-Pro']	D-loop [15509:16604](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_020669	Hyaena hyaena	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Hyaenidae', 'Hyaena']	        source [0:17112](+) None	D-loop [0:786](+) None	tRNA [786:856](+) ['tRNA-Phe']
NC_020669	Hyaena hyaena	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Hyaenidae', 'Hyaena']	        tRNA [16159:16225](-) ['tRNA-Pro']	D-loop [16225:17112](+) None	D-loop [0:786](+) None
NC_020670	Crocuta crocuta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Hyaenidae', 'Crocuta']	        source [0:17138](+) None	D-loop [0:803](+) None	tRNA [803:873](+) ['tRNA-Phe']
NC_020670	Crocuta crocuta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Hyaenidae', 'Crocuta']	        tRNA [16184:16250](-) ['tRNA-Pro']	D-loop [16250:17138](+) None	D-loop [0:803](+) None
NC_020671	Gasterochisma melampus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Gasterochisma']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16505](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_020673	Thunnus tonggol	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Thunnus']	        tRNA [15592:15662](-) ['tRNA-Pro']	D-loop [15662:16528](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_015607	Homarus americanus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Nephropoidea', 'Nephropidae', 'Homarus']	        rRNA [12676:13519](-) ['s-rRNA']	D-loop [13519:15007](+) None	tRNA [15007:15071](+) ['tRNA-Ile']
NC_020661	Octodon degus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Octodon']	        tRNA [15403:15469](-) ['tRNA-Pro']	D-loop [15469:16776](+) None	repeat_region [16208:16502](+) None
NC_020592	Cacatua moluccensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Cacatuidae', 'Cacatua']	        tRNA [15491:15565](-) ['tRNA-Glu']	misc_feature [15568:16828](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_020593	Calyptorhynchus lathami	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Cacatuidae', 'Calyptorhynchus']	        tRNA [15491:15561](-) ['tRNA-Glu']	misc_feature [15579:16841](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_020594	Zanda baudinii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Cacatuidae', 'Zanda']	        tRNA [15491:15561](-) ['tRNA-Glu']	misc_feature [15579:16841](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_020595	Zanda latirostris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Cacatuidae', 'Zanda']	        tRNA [15491:15561](-) ['tRNA-Glu']	misc_feature [15579:16841](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_020658	Ctenomys sociabilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Ctenomyidae', 'Ctenomys']	        tRNA [15404:15471](-) ['tRNA-Pro']	D-loop [15471:16992](+) None	repeat_region [16310:16638](+) None
NC_020660	Spalacopus cyanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Spalacopus']	        tRNA [15407:15473](-) ['tRNA-Pro']	D-loop [15473:16808](+) None	repeat_region [16214:16528](+) None
NC_020792	Tympanoctomys barrerae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Tympanoctomys']	        tRNA [15414:15481](-) ['tRNA-Pro']	D-loop [15481:16841](+) None	repeat_region [16223:16543](+) None
NC_019627	Calanus hyperboreus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Calanidae', 'Calanus']	        misc_feature [4603:4606](+) None	misc_feature [4921:8418](+) None	gene [8418:9720](-) None
NC_018555	Trematocranus placodon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Trematocranus']	        tRNA [15624:15694](-) ['tRNA-Pro']	D-loop [15694:16579](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018556	Diplotaxodon limnothrissa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Diplotaxodon']	        tRNA [15622:15692](-) ['tRNA-Pro']	D-loop [15692:16579](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018557	Petrotilapia nigra	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Petrotilapia', 'Petrotilapia nigra complex']	        tRNA [15625:15695](-) ['tRNA-Pro']	D-loop [15695:16583](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018558	Nimbochromis linni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Nimbochromis']	        tRNA [15626:15696](-) ['tRNA-Pro']	D-loop [15696:16584](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018559	Pseudotropheus crabro	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Pseudotropheus']	        tRNA [15625:15695](-) ['tRNA-Pro']	D-loop [15695:16584](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018560	Astatotilapia calliptera	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Astatotilapia']	        tRNA [15621:15691](-) ['tRNA-Pro']	D-loop [15691:16578](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018561	Dimidiochromis compressiceps	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Dimidiochromis']	        tRNA [15625:15695](-) ['tRNA-Pro']	D-loop [15695:16583](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018562	Genyochromis mento	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Genyochromis']	        tRNA [15625:15695](-) ['tRNA-Pro']	D-loop [15695:16583](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018563	Rhamphochromis esox	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Rhamphochromis']	        tRNA [15627:15697](-) ['tRNA-Pro']	D-loop [15697:16583](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018564	Cynotilapia afra	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Cynotilapia']	        tRNA [15625:15695](-) ['tRNA-Pro']	D-loop [15695:16585](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_020672	Cheilochromis euchilus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Cheilochromis']	        tRNA [15625:15695](-) ['tRNA-Pro']	D-loop [15695:16582](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018050	Gekko swinhonis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Gekkota', 'Gekkonidae', 'Gekkoninae', 'Gekko']	        tRNA [15295:15362](-) ['tRNA-Pro']	D-loop [15362:16818](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_018786	Sarcocheilichthys parvus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Sarcocheilichthyinae', 'Sarcocheilichthys']	        tRNA [15600:15669](-) ['tRNA-Pro']	D-loop [15669:16677](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_018789	Scaphiodonichthys acanthopterus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Barbinae', 'Scaphiodonichthys']	        tRNA [15601:15671](-) ['tRNA-Pro']	D-loop [15671:16612](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_019624	Rastrelliger kanagurta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Rastrelliger']	        source [0:16537](+) None	misc_feature [0:843](+) None	tRNA [843:912](+) ['tRNA-Phe']
NC_015825	Pelochelys cantorii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Trionychia', 'Trionychidae', 'Pelochelys']	        tRNA [15436:15505](-) ['tRNA-Pro']	D-loop [15505:17499](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_019643	Telatrygon zugei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Batoidea', 'Myliobatiformes', 'Dasyatidae', 'Telatrygon']	        tRNA [15671:15741](-) ['tRNA-Pro']	D-loop [15741:18264](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_020005	Rasbora steineri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Rasborinae', 'Rasbora']	        tRNA [15575:15645](-) ['tRNA-Pro']	D-loop [15645:16530](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_020011	Channa maculata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Channoidei', 'Channidae', 'Channa']	        tRNA [15581:15651](-) ['tRNA-Pro']	D-loop [15651:16559](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_020012	Channa argus x Channa maculata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Channoidei', 'Channidae', 'Channa']	        tRNA [15581:15651](-) ['tRNA-Pro']	D-loop [15651:16558](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_020041	Coreius guichenoti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Gobionidae incertae sedis', 'Coreius']	        tRNA [15612:15682](-) ['tRNA-Pro']	misc_feature [15682:16612](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_020042	Coreius heterodon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Gobionidae incertae sedis', 'Coreius']	        tRNA [15610:15680](-) ['tRNA-Pro']	misc_feature [15680:16611](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_020013	Sinibrama macrops	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Xenocypridinae', 'Sinibrama']	        tRNA [15617:15687](-) ['tRNA-Pro']	D-loop [15687:16626](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_020145	Acrossocheilus wenchowensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Acrossocheilinae', 'Acrossocheilus']	        tRNA [15582:15652](-) ['tRNA-Pro']	D-loop [15652:16591](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_020339	Schizothorax macropogon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizothoracinae', 'Schizothorax']	        tRNA [15579:15649](-) ['tRNA-Pro']	D-loop [15649:16588](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_013144	Psenes cyanophrys	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Nomeidae', 'Psenes']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16500](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_017891	Epinephelus moara	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Epinephelus']	        tRNA [15628:15698](-) ['tRNA-Pro']	D-loop [15697:16696](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_021090	Timelaea maculata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Nymphalidae', 'Apaturinae', 'Timelaea']	        rRNA [14019:14796](-) ['12S ribosomal RNA']	D-loop [14796:15178](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_021106	Salamandrella tridactyla	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Salamandrella']	        tRNA [15536:15601](-) ['tRNA-Pro']	D-loop [15601:16342](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_021129	Eospalax fontanierii cansus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Spalacidae', 'Myospalacinae', 'Eospalax']	        tRNA [15356:15421](-) ['tRNA-Pro']	D-loop [15421:16354](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_021368	Antigone vipio	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Gruidae', 'Antigone']	        tRNA [15475:15546](-) ['tRNA-Glu']	misc_feature [15545:16678](+) None	tRNA [0:73](+) ['tRNA-Phe']
NC_021371	Apalone spinifera	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Trionychia', 'Trionychidae', 'Apalone']	        tRNA [15446:15515](-) ['tRNA-Pro']	D-loop [15515:16749](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_021375	Mactra antiquata	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Mollusca', 'Bivalvia', 'Autobranchia', 'Heteroconchia', 'Euheterodonta', 'Imparidentia', 'Neoheterodontei', 'Venerida', 'Mactroidea', 'Mactridae', 'Mactra']	        tRNA [10568:10631](+) ['tRNA-His']	D-loop [10631:11513](+) None	tRNA [11513:11576](+) ['tRNA-Arg']
NC_021379	Mecopoda niponensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Orthoptera', 'Ensifera', 'Tettigoniidea', 'Tettigonioidea', 'Tettigoniidae', 'Mecopodinae', 'Mecopoda']	        rRNA [14184:14971](-) ['s-rRNA']	D-loop [14971:15364](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_021380	Mecopoda elongata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Orthoptera', 'Ensifera', 'Tettigoniidea', 'Tettigonioidea', 'Tettigoniidae', 'Mecopodinae', 'Mecopoda']	        rRNA [14203:14990](-) ['s-rRNA']	D-loop [14990:15284](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_021381	Naemorhedus goral	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Naemorhedus']	        tRNA [15361:15427](-) ['tRNA-Pro']	D-loop [15427:16555](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_021384	Songmachilis xinxiangensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Monocondylia', 'Archaeognatha', 'Machilidae', 'Songmachilis']	        rRNA [14024:14848](-) ['s-rRNA']	D-loop [14848:15473](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_021385	Osteochilus salsburyi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', "'Osteochilini'", 'Osteochilus']	        tRNA [15585:15658](-) ['tRNA-Pro']	D-loop [15658:16599](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_021390	Scomberomorus munroi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Scomberomorus']	        tRNA [1224:1294](-) ['tRNA-Pro']	D-loop [1294:2359](+) None	tRNA [2359:2428](+) ['tRNA-Phe']
NC_021391	Scomberomorus semifasciatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Scomberomorus']	        tRNA [1211:1280](-) ['tRNA-Pro']	D-loop [1280:2135](+) None	tRNA [2135:2203](+) ['tRNA-Phe']
NC_021392	Scomberomorus munroi x Scomberomorus semifasciatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Scomberomorus']	        tRNA [1211:1280](-) ['tRNA-Pro']	D-loop [1280:2135](+) None	tRNA [2135:2203](+) ['tRNA-Phe']
